Label ID;date;site_name ;City;Site_type ;Location_in_network;Collector_type;
LVL_02_cpTP24h_rawWW_06-24-2021_2-1658597_S253_L002;2021-06-24;02-B_Fabreville;Laval;WW treatment plant;Fabreville;Composite;
LVL_02_cpTP24h_rawWW_06-25-2021_2-1658598_S254_L002;2021-06-25;02-B_Fabreville;Laval;WW treatment plant;Fabreville;Composite;
LVL_02_cpTP24h_rawWW_06-28-2021_2-1658652_S258_L002;2021-06-28;02-B_Fabreville;Laval;WW treatment plant;Fabreville;Composite;
LVL_02_cpTP24h_rawWW_06-30-2021_2-1658653_S259_L002;2021-06-30;02-B_Fabreville;Laval;WW treatment plant;Fabreville;Composite;
LVL_02_cpTP24h_rawWW_2021-05-18_2-1658659_S265_L002;2021-05-18;02-B_Fabreville;Laval;WW treatment plant;Fabreville;Composite;
LVL_02_cpTP24h_rawWW_2021-05-20_2-1658661_S267_L002;2021-05-20;02-B_Fabreville;Laval;WW treatment plant;Fabreville;Composite;
LVL_02_cpTP24h_rawWW_2021-05-25_2-1658666_S272_L002;2021-05-25;02-B_Fabreville;Laval;WW treatment plant;Fabreville;Composite;
LVL_02_cpTP24h_rawWW_2021-05-27_2-1658670_S276_L002;2021-05-27;02-B_Fabreville;Laval;WW treatment plant;Fabreville;Composite;
LVL_02_cpTP24h_rawWW_2021-05-31_2-1658673_S279_L002;2021-05-31;02-B_Fabreville;Laval;WW treatment plant;Fabreville;Composite;
LVL_02_cpTP24h_rawWW_2021-06-01_2-1658676_S282_L002;2021-06-01;02-B_Fabreville;Laval;WW treatment plant;Fabreville;Composite;
LVL_03_cpTP24h_rawWW_06-03-2021_2-1658568_S224_L002;2021-06-03;03-C_SP_Ste-Dorothee;Laval;WW pumping station;Ste-Dorothe;Composite;
LVL_03_cpTP24h_rawWW_06-11-2021_2-1658582_S238_L002;2021-06-11;03-C_SP_Ste-Dorothee;Laval;WW pumping station;Ste-Dorothe;Composite;
LVL_03_cpTP24h_rawWW_06-15-2021_2-1658588_S244_L002;2021-06-15;03-C_SP_Ste-Dorothee;Laval;WW pumping station;Ste-Dorothe;Composite;
LVL_03_cpTP24h_rawWW_06-17-2021_2-1658591_S247_L002;2021-06-17;03-C_SP_Ste-Dorothee;Laval;WW pumping station;Ste-Dorothe;Composite;
LVL_03_cpTP24h_rawWW_06-18-2021_2-1658593_S249_L002;2021-06-18;03-C_SP_Ste-Dorothee;Laval;WW pumping station;Ste-Dorothe;Composite;
LVL_03_cpTP24h_rawWW_06-23-2021_2-1658599_S255_L002;2021-06-23;03-C_SP_Ste-Dorothee;Laval;WW pumping station;Ste-Dorothe;Composite;
LVL_03_cpTP24h_rawWW_06-29-2021_2-1658654_S260_L002;2021-06-29;03-C_SP_Ste-Dorothee;Laval;WW pumping station;Ste-Dorothe;Composite;
LVL_03_cpTP24h_rawWW_2021-05-20_2-1658662_S268_L002;2021-05-20;03-C_SP_Ste-Dorothee;Laval;WW pumping station;Ste-Dorothe;Composite;
LVL_03_cpTP24h_rawWW_2021-05-25_2-1658667_S273_L002;2021-05-25;03-C_SP_Ste-Dorothee;Laval;WW pumping station;Ste-Dorothe;Composite;
LVL_03_cpTP24h_rawWW_2021-06-01_2-1658677_S283_L002;2021-06-01;03-C_SP_Ste-Dorothee;Laval;WW pumping station;Ste-Dorothe;Composite;
LVL_03_cpTP24h_rawWW_2021-06-03_2-1658680_S286_L002;2021-06-03;03-C_SP_Ste-Dorothee;Laval;WW pumping station;Ste-Dorothe;Composite;
LVL_04_cpTP24h_rawWW_06-02-2021_2-1658564_S220_L002;2021-06-02;04-D_SP_Bertrand;Laval;WW pumping station;Bertrand;Composite;
LVL_04_cpTP24h_rawWW_06-03-2021_2-1658569_S225_L002;2021-06-03;04-D_SP_Bertrand;Laval;WW pumping station;Bertrand;Composite;
LVL_04_cpTP24h_rawWW_06-08-2021_2-1658574_S230_L002;2021-06-08;04-D_SP_Bertrand;Laval;WW pumping station;Bertrand;Composite;
LVL_04_cpTP24h_rawWW_2021-05-20_2-1658663_S269_L002;2021-05-20;04-D_SP_Bertrand;Laval;WW pumping station;Bertrand;Composite;
LVL_04_cpTP24h_rawWW_2021-05-23_2-1658665_S271_L002;2021-05-23;04-D_SP_Bertrand;Laval;WW pumping station;Bertrand;Composite;
LVL_04_cpTP24h_rawWW_2021-05-28_2-1658671_S277_L002;2021-05-28;04-D_SP_Bertrand;Laval;WW pumping station;Bertrand;Composite;
LVL_04_cpTP24h_rawWW_2021-06-02_2-1658678_S284_L002;2021-06-02;04-D_SP_Bertrand;Laval;WW pumping station;Bertrand;Composite;
LVL_04_cpTP24h_rawWW_2021-06-03_2-1658681_S287_L002;2021-06-03;04-D_SP_Bertrand;Laval;WW pumping station;Bertrand;Composite;
LVL_05_cpTP24h_rawWW_06-02-2021_2-1658565_S221_L002;2021-06-02;05-E_La Piniere;Laval;WW treatment plant;La Piniere;Composite;
LVL_05_cpTP24h_rawWW_06-04-2021_2-1658570_S226_L002;2021-06-04;05-E_La Piniere;Laval;WW treatment plant;La Piniere;Composite;
LVL_05_cpTP24h_rawWW_06-06-2021_2-1658571_S227_L002;2021-06-06;05-E_La Piniere;Laval;WW treatment plant;La Piniere;Composite;
LVL_05_cpTP24h_rawWW_06-07-2021_2-1658575_S231_L002;2021-06-07;05-E_La Piniere;Laval;WW treatment plant;La Piniere;Composite;
LVL_05_cpTP24h_rawWW_06-08-2021_2-1658576_S232_L002;2021-06-08;05-E_La Piniere;Laval;WW treatment plant;La Piniere;Composite;
LVL_05_cpTP24h_rawWW_06-09-2021_2-1658579_S235_L002;2021-06-09;05-E_La Piniere;Laval;WW treatment plant;La Piniere;Composite;
LVL_05_cpTP24h_rawWW_06-14-2021_2-1658583_S239_L002;2021-06-14;05-E_La Piniere;Laval;WW treatment plant;La Piniere;Composite;
LVL_05_cpTP24h_rawWW_06-15-2021_2-1658589_S245_L002;2021-06-15;05-E_La Piniere;Laval;WW treatment plant;La Piniere;Composite;
LVL_05_cpTP24h_rawWW_06-15-2021_2-1658656_S262_L002;2021-06-15;05-E_La Piniere;Laval;WW treatment plant;La Piniere;Composite;
LVL_05_cpTP24h_rawWW_06-16-2021_2-1658590_S246_L002;2021-06-16;05-E_La Piniere;Laval;WW treatment plant;La Piniere;Composite;
LVL_05_cpTP24h_rawWW_06-17-2021_2-1658592_S248_L002;2021-06-17;05-E_La Piniere;Laval;WW treatment plant;La Piniere;Composite;
LVL_05_cpTP24h_rawWW_06-21-2021_2-1658594_S250_L002;2021-06-21;05-E_La Piniere;Laval;WW treatment plant;La Piniere;Composite;
LVL_05_cpTP24h_rawWW_06-22-2021_2-1658595_S251_L002;2021-06-22;05-E_La Piniere;Laval;WW treatment plant;La Piniere;Composite;
LVL_05_cpTP24h_rawWW_06-23-2021_2-1658596_S252_L002;2021-06-23;05-E_La Piniere;Laval;WW treatment plant;La Piniere;Composite;
LVL_05_cpTP24h_rawWW_06-24-2021_2-1658600_S256_L002;2021-06-24;05-E_La Piniere;Laval;WW treatment plant;La Piniere;Composite;
LVL_05_cpTP24h_rawWW_06-28-2021_2-1658655_S261_L002;2021-06-28;05-E_La Piniere;Laval;WW treatment plant;La Piniere;Composite;
LVL_05_cpTP24h_rawWW_2021-05-16_2-1658657_S263_L002;2021-05-16;05-E_La Piniere;Laval;WW treatment plant;La Piniere;Composite;
LVL_05_cpTP24h_rawWW_2021-05-18_2-1658660_S266_L002;2021-05-18;05-E_La Piniere;Laval;WW treatment plant;La Piniere;Composite;
LVL_05_cpTP24h_rawWW_2021-05-20_2-1658664_S270_L002;2021-05-20;05-E_La Piniere;Laval;WW treatment plant;La Piniere;Composite;
LVL_05_cpTP24h_rawWW_2021-05-25_2-1658668_S274_L002;2021-05-25;05-E_La Piniere;Laval;WW treatment plant;La Piniere;Composite;
LVL_05_cpTP24h_rawWW_2021-05-31_2-1658674_S280_L002;2021-05-31;05-E_La Piniere;Laval;WW treatment plant;La Piniere;Composite;
LVL_05_cpTP24h_rawWW_2021-06-02_2-1658679_S285_L002;2021-06-02;05-E_La Piniere;Laval;WW treatment plant;La Piniere;Composite;
MTL_01_cpTP24h_rawWW_06-03-2021_2-1658496_S202_L002;2021-06-03;01-IntNord;Montreal;Interceptor;Fin de Reseau;Composite;
MTL_01_cpTP24h_rawWW_06-06-2021_2-1658497_S203_L002;2021-06-06;01-IntNord;Montreal;Interceptor;Fin de Reseau;Composite;
MTL_01_cpTP24h_rawWW_06-07-2021_2-1658498_S204_L002;2021-06-07;01-IntNord;Montreal;Interceptor;Fin de Reseau;Composite;
MTL_01_cpTP24h_rawWW_06-08-2021_2-1658499_S205_L002;2021-06-08;01-IntNord;Montreal;Interceptor;Fin de Reseau;Composite;
MTL_01_cpTP24h_rawWW_06-09-2021_2-1658500_S206_L002;2021-06-09;01-IntNord;Montreal;Interceptor;Fin de Reseau;Composite;
MTL_01_cpTP24h_rawWW_06-20-2021_2-1658551_S207_L002;2021-06-20;01-IntNord;Montreal;Interceptor;Fin de Reseau;Composite;
MTL_01_cpTP24h_rawWW_06-21-2021_2-1658552_S208_L002;2021-06-21;01-IntNord;Montreal;Interceptor;Fin de Reseau;Composite;
MTL_01_cpTP24h_rawWW_06-23-2021_2-1658553_S209_L002;2021-06-23;01-IntNord;Montreal;Interceptor;Fin de Reseau;Composite;
MTL_01_cpTP24h_rawWW_06-24-2021_2-1658554_S210_L002;2021-06-24;01-IntNord;Montreal;Interceptor;Fin de Reseau;Composite;
MTL_01_cpTP24h_rawWW_06-27-2021_2-1658555_S211_L002;2021-06-27;01-IntNord;Montreal;Interceptor;Fin de Reseau;Composite;
MTL_01_cpTP24h_rawWW_2021-05-16_2-1658295_S101_L002;2021-05-16;01-IntNord;Montreal;Interceptor;Fin de Reseau;Composite;
MTL_01_cpTP24h_rawWW_2021-05-17_2-1658297_S103_L002;2021-05-17;01-IntNord;Montreal;Interceptor;Fin de Reseau;Composite;
MTL_01_cpTP24h_rawWW_2021-05-18_2-1658299_S105_L002;2021-05-18;01-IntNord;Montreal;Interceptor;Fin de Reseau;Composite;
MTL_01_cpTP24h_rawWW_2021-05-19_2-1658351_S107_L002;2021-05-19;01-IntNord;Montreal;Interceptor;Fin de Reseau;Composite;
MTL_01_cpTP24h_rawWW_2021-05-20_2-1658353_S109_L002;2021-05-20;01-IntNord;Montreal;Interceptor;Fin de Reseau;Composite;
MTL_01_cpTP24h_rawWW_2021-05-24_2-1658355_S111_L002;2021-05-24;01-IntNord;Montreal;Interceptor;Fin de Reseau;Composite;
MTL_01_cpTP24h_rawWW_2021-05-25_2-1658357_S113_L002;2021-05-25;01-IntNord;Montreal;Interceptor;Fin de Reseau;Composite;
MTL_01_cpTP24h_rawWW_2021-05-27_2-1658358_S114_L002;2021-05-27;01-IntNord;Montreal;Interceptor;Fin de Reseau;Composite;
MTL_01_cpTP24h_rawWW_2021-05-30_2-1658360_S116_L002;2021-05-30;01-IntNord;Montreal;Interceptor;Fin de Reseau;Composite;
MTL_01_cpTP24h_rawWW_2021-06-01_2-1658361_S117_L002;2021-06-01;01-IntNord;Montreal;Interceptor;Fin de Reseau;Composite;
MTL_01_cpTP24h_rawWW_2021-06-02_2-1658363_S119_L002;2021-06-02;01-IntNord;Montreal;Interceptor;Fin de Reseau;Composite;
MTL_01_cpTP24h_rawWW_2021-06-03_2-1658364_S120_L002;2021-06-03;01-IntNord;Montreal;Interceptor;Fin de Reseau;Composite;
MTL_02_cpTP24h_rawWW_06-03-2021_2-1658556_S212_L002;2021-06-03;02-IntSud;Montreal;Interceptor;Fin de Reseau;Composite;
MTL_02_cpTP24h_rawWW_06-06-2021_2-1658557_S213_L002;2021-06-06;02-IntSud;Montreal;Interceptor;Fin de Reseau;Composite;
MTL_02_cpTP24h_rawWW_06-07-2021_2-1658558_S214_L002;2021-06-07;02-IntSud;Montreal;Interceptor;Fin de Reseau;Composite;
MTL_02_cpTP24h_rawWW_06-08-2021_2-1658559_S215_L002;2021-06-08;02-IntSud;Montreal;Interceptor;Fin de Reseau;Composite;
MTL_02_cpTP24h_rawWW_06-09-2021_2-1658560_S216_L002;2021-06-09;02-IntSud;Montreal;Interceptor;Fin de Reseau;Composite;
MTL_02_cpTP24h_rawWW_06-21-2021_2-1658561_S217_L002;2021-06-21;02-IntSud;Montreal;Interceptor;Fin de Reseau;Composite;
MTL_02_cpTP24h_rawWW_2021-05-16_2-1658296_S102_L002;2021-05-16;02-IntSud;Montreal;Interceptor;Fin de Reseau;Composite;
MTL_02_cpTP24h_rawWW_2021-05-17_2-1658298_S104_L002;2021-05-17;02-IntSud;Montreal;Interceptor;Fin de Reseau;Composite;
MTL_02_cpTP24h_rawWW_2021-05-18_2-1658300_S106_L002;2021-05-18;02-IntSud;Montreal;Interceptor;Fin de Reseau;Composite;
MTL_02_cpTP24h_rawWW_2021-05-19_2-1658352_S108_L002;2021-05-19;02-IntSud;Montreal;Interceptor;Fin de Reseau;Composite;
MTL_02_cpTP24h_rawWW_2021-05-20_2-1658354_S110_L002;2021-05-20;02-IntSud;Montreal;Interceptor;Fin de Reseau;Composite;
MTL_02_cpTP24h_rawWW_2021-05-24_2-1658356_S112_L002;2021-05-24;02-IntSud;Montreal;Interceptor;Fin de Reseau;Composite;
MTL_02_cpTP24h_rawWW_2021-05-27_2-1658359_S115_L002;2021-05-27;02-IntSud;Montreal;Interceptor;Fin de Reseau;Composite;
MTL_02_cpTP24h_rawWW_2021-06-01_2-1658362_S118_L002;2021-06-01;02-IntSud;Montreal;Interceptor;Fin de Reseau;Composite;
MTL_05_cpTP24h_rawWW_05-04-2021_2-1658874_S380_L002;2021-05-04;05-CoteDNeige;Montreal;Residential;Cote De Neige;Composite;
MTL_05_cpTP24h_rawWW_05-05-2021_2-1658684_S290_L002;2021-05-05;05-CoteDNeige;Montreal;Residential;Cote De Neige;Composite;
MTL_05_cpTP24h_rawWW_05-07-2021_2-1658772_S328_L002;2021-05-07;05-CoteDNeige;Montreal;Residential;Cote De Neige;Composite;
MTL_05_cpTP24h_rawWW_05-08-2021_2-1658690_S296_L002;2021-05-08;05-CoteDNeige;Montreal;Residential;Cote De Neige;Composite;
MTL_05_cpTP24h_rawWW_05-09-2021_2-1658693_S299_L002;2021-05-09;05-CoteDNeige;Montreal;Residential;Cote De Neige;Composite;
MTL_05_cpTP24h_rawWW_05-10-2021_2-1658695_S301_L002;2021-05-10;05-CoteDNeige;Montreal;Residential;Cote De Neige;Composite;
MTL_05_cpTP24h_rawWW_05-11-2021_2-1658779_S335_L002;2021-05-11;05-CoteDNeige;Montreal;Residential;Cote De Neige;Composite;
MTL_05_cpTP24h_rawWW_05-12-2021_2-1658696_S302_L002;2021-05-12;05-CoteDNeige;Montreal;Residential;Cote De Neige;Composite;
MTL_05_cpTP24h_rawWW_05-13-2021_2-1658698_S304_L002;2021-05-13;05-CoteDNeige;Montreal;Residential;Cote De Neige;Composite;
MTL_05_cpTP24h_rawWW_05-14-2021_2-1658700_S306_L002;2021-05-14;05-CoteDNeige;Montreal;Residential;Cote De Neige;Composite;
MTL_05_cpTP24h_rawWW_05-16-2021_2-1658761_S317_L002;2021-05-16;05-CoteDNeige;Montreal;Residential;Cote De Neige;Composite;
MTL_05_cpTP24h_rawWW_05-17-2021_2-1658763_S319_L002;2021-05-17;05-CoteDNeige;Montreal;Residential;Cote De Neige;Composite;
MTL_05_cpTP24h_rawWW_05-18-2021_2-1658765_S321_L002;2021-05-18;05-CoteDNeige;Montreal;Residential;Cote De Neige;Composite;
MTL_05_cpTP24h_rawWW_05-19-2021_2-1658753_S309_L002;2021-05-19;05-CoteDNeige;Montreal;Residential;Cote De Neige;Composite;
MTL_05_cpTP24h_rawWW_05-22-2021_2-1658792_S348_L002;2021-05-22;05-CoteDNeige;Montreal;Residential;Cote De Neige;Composite;
MTL_05_cpTP24h_rawWW_05-24-2021_2-1658793_S349_L002;2021-05-24;05-CoteDNeige;Montreal;Residential;Cote De Neige;Composite;
MTL_05_cpTP24h_rawWW_05-29-2021_2-1658796_S352_L002;2021-05-29;05-CoteDNeige;Montreal;Residential;Cote De Neige;Composite;
MTL_05_cpTP24h_rawWW_05-30-2021_2-1658755_S311_L002;2021-05-30;05-CoteDNeige;Montreal;Residential;Cote De Neige;Composite;
MTL_05_cpTP24h_rawWW_05-31-2021_2-1658767_S323_L002;2021-05-31;05-CoteDNeige;Montreal;Residential;Cote De Neige;Composite;
MTL_05_cpTP24h_rawWW_06-01-2021_2-1658768_S324_L002;2021-06-01;05-CoteDNeige;Montreal;Residential;Cote De Neige;Composite;
MTL_05_cpTP24h_rawWW_06-02-2021_2-1658769_S325_L002;2021-06-02;05-CoteDNeige;Montreal;Residential;Cote De Neige;Composite;
MTL_05_cpTP24h_rawWW_06-03-2021_2-1658759_S315_L002;2021-06-03;05-CoteDNeige;Montreal;Residential;Cote De Neige;Composite;
MTL_05_cpTP24h_rawWW_06-04-2021_2-1658852_S358_L002;2021-06-04;05-CoteDNeige;Montreal;Residential;Cote De Neige;Composite;
MTL_05_cpTP24h_rawWW_06-05-2021_2-1658855_S361_L002;2021-06-05;05-CoteDNeige;Montreal;Residential;Cote De Neige;Composite;
MTL_05_cpTP24h_rawWW_06-07-2021_2-1658857_S363_L002;2021-06-07;05-CoteDNeige;Montreal;Residential;Cote De Neige;Composite;
MTL_05_cpTP24h_rawWW_06-08-2021_2-1658859_S365_L002;2021-06-08;05-CoteDNeige;Montreal;Residential;Cote De Neige;Composite;
MTL_05_cpTP24h_rawWW_06-11-2021_2-1658864_S370_L002;2021-06-11;05-CoteDNeige;Montreal;Residential;Cote De Neige;Composite;
MTL_05_cpTP24h_rawWW_06-15-2021_2-1658867_S373_L002;2021-06-15;05-CoteDNeige;Montreal;Residential;Cote De Neige;Composite;
MTL_05_cpTP24h_rawWW_06-30-2021_2-1658770_S326_L002;2021-06-30;05-CoteDNeige;Montreal;Residential;Cote De Neige;Composite;
MTL_05_cpTP72h_rawWW_06-21-2021_2-1658869_S375_L002;2021-06-21;05-CoteDNeige;Montreal;Residential;Cote De Neige;Composite;
MTL_05_PS_Filter_05-04-2021_2-1658686_S292_L002;2021-05-04;05-CoteDNeige;Montreal;Residential;Cote De Neige;Passive_Filter;
MTL_05_PS_Filter_05-07-2021_2-1658688_S294_L002;2021-05-07;05-CoteDNeige;Montreal;Residential;Cote De Neige;Passive_Filter;
MTL_05_PS_Filter_05-12-2021_2-1658697_S303_L002;2021-05-12;05-CoteDNeige;Montreal;Residential;Cote De Neige;Passive_Filter;
MTL_05_PS_Filter_05-13-2021_2-1658699_S305_L002;2021-05-13;05-CoteDNeige;Montreal;Residential;Cote De Neige;Passive_Filter;
MTL_05_PS_Filter_05-14-2021_2-1658791_S347_L002;2021-05-14;05-CoteDNeige;Montreal;Residential;Cote De Neige;Passive_Filter;
MTL_05_PS_Filter_05-19-2021_2-1658752_S308_L002;2021-05-19;05-CoteDNeige;Montreal;Residential;Cote De Neige;Passive_Filter;
MTL_05_PS_Filter_05-27-2021_2-1658795_S351_L002;2021-05-27;05-CoteDNeige;Montreal;Residential;Cote De Neige;Passive_Filter;
MTL_05_PS_Filter_06-01-2021_2-1658766_S322_L002;2021-06-01;05-CoteDNeige;Montreal;Residential;Cote De Neige;Passive_Filter;
MTL_05_PS_Filter_06-02-2021_2-1658757_S313_L002;2021-06-02;05-CoteDNeige;Montreal;Residential;Cote De Neige;Passive_Filter;
MTL_05_PS_Filter_06-03-2021_2-1658758_S314_L002;2021-06-03;05-CoteDNeige;Montreal;Residential;Cote De Neige;Passive_Filter;
MTL_05_PS_Filter_06-04-2021_2-1658800_S356_L002;2021-06-04;05-CoteDNeige;Montreal;Residential;Cote De Neige;Passive_Filter;
MTL_05_PS_Filter_06-08-2021_2-1658861_S367_L002;2021-06-08;05-CoteDNeige;Montreal;Residential;Cote De Neige;Passive_Filter;
MTL_05_PS_Filter_06-14-2021_2-1658865_S371_L002;2021-06-14;05-CoteDNeige;Montreal;Residential;Cote De Neige;Passive_Filter;
MTL_05_PS_Filter_06-17-2021_2-1658868_S374_L002;2021-06-17;05-CoteDNeige;Montreal;Residential;Cote De Neige;Passive_Filter;
MTL_11_cpTP24h_rawWW_04-27-2021_2-1658872_S378_L002;2021-04-27;11-VSTL-ind;Montreal;Industrial zone;Ville St-Laurent;Composite;
MTL_11_cpTP24h_rawWW_05-11-2021_2-1658778_S334_L002;2021-05-11;11-VSTL-ind;Montreal;Industrial zone;Ville St-Laurent;Composite;
MTL_11_cpTP24h_rawWW_06-05-2021_2-1658854_S360_L002;2021-06-05;11-VSTL-ind;Montreal;Industrial zone;Ville St-Laurent;Composite;
MTL_11_cpTP24h_rawWW_06-10-2021_2-1658863_S369_L002;2021-06-10;11-VSTL-ind;Montreal;Industrial zone;Ville St-Laurent;Composite;
MTL_11_cpTP24h_rawWW_06-25-2021_2-1658870_S376_L002;2021-06-25;11-VSTL-ind;Montreal;Industrial zone;Ville St-Laurent;Composite;
MTL_11_PS_Filter_05-12-2021_2-1658784_S340_L002;2021-05-12;11-VSTL-ind;Montreal;Industrial zone;Ville St-Laurent;Passive_Filter;
MTL_11_PS_Filter_06-02-2021_2-1658799_S355_L002;2021-06-02;11-VSTL-ind;Montreal;Industrial zone;Ville St-Laurent;Passive_Filter;
MTL_12_cpTP24h_rawWW_05-06-2021_2-1658875_S381_L002;2021-05-06;12-Anjou-ind;Montreal;Industrial zone;Anjou;Composite;
MTL_12_cpTP24h_rawWW_05-11-2021_2-1658781_S337_L002;2021-05-11;12-Anjou-ind;Montreal;Industrial zone;Anjou;Composite;
MTL_12_PS_Filter_05-12-2021_2-1658785_S341_L002;2021-05-12;12-Anjou-ind;Montreal;Industrial zone;Anjou;Passive_Filter;
MTL_12_PS_Filter_05-17-2021_2-1658751_S307_L002;2021-05-17;12-Anjou-ind;Montreal;Industrial zone;Anjou;Passive_Filter;
MTL_16_cpTP24h_rawWW_04-25-2021_2-1658871_S377_L002;2021-04-25;16-Bordeau;Montreal;Prison;Bordeau;Composite;
MTL_16_cpTP24h_rawWW_04-27-2021_2-1658873_S379_L002;2021-04-27;16-Bordeau;Montreal;Prison;Bordeau;Composite;
MTL_16_cpTP24h_rawWW_05-04-2021_2-1658683_S289_L002;2021-05-04;16-Bordeau;Montreal;Prison;Bordeau;Composite;
MTL_16_cpTP24h_rawWW_05-04-2021_2-1658685_S291_L002;2021-05-04;16-Bordeau;Montreal;Prison;Bordeau;Composite;
MTL_16_cpTP24h_rawWW_05-07-2021_2-1658689_S295_L002;2021-05-07;16-Bordeau;Montreal;Prison;Bordeau;Composite;
MTL_16_cpTP24h_rawWW_05-08-2021_2-1658691_S297_L002;2021-05-08;16-Bordeau;Montreal;Prison;Bordeau;Composite;
MTL_16_cpTP24h_rawWW_05-09-2021_2-1658694_S300_L002;2021-05-09;16-Bordeau;Montreal;Prison;Bordeau;Composite;
MTL_16_cpTP24h_rawWW_05-10-2021_2-1658776_S332_L002;2021-05-10;16-Bordeau;Montreal;Prison;Bordeau;Composite;
MTL_16_cpTP24h_rawWW_05-11-2021_2-1658780_S336_L002;2021-05-11;16-Bordeau;Montreal;Prison;Bordeau;Composite;
MTL_16_cpTP24h_rawWW_05-12-2021_2-1658782_S338_L002;2021-05-12;16-Bordeau;Montreal;Prison;Bordeau;Composite;
MTL_16_cpTP24h_rawWW_05-13-2021_2-1658787_S343_L002;2021-05-13;16-Bordeau;Montreal;Prison;Bordeau;Composite;
MTL_16_cpTP24h_rawWW_05-23-2021_2-1658794_S350_L002;2021-05-23;16-Bordeau;Montreal;Prison;Bordeau;Composite;
MTL_16_cpTP24h_rawWW_05-28-2021_2-1658754_S310_L002;2021-05-28;16-Bordeau;Montreal;Prison;Bordeau;Composite;
MTL_16_cpTP24h_rawWW_05-29-2021_2-1658797_S353_L002;2021-05-29;16-Bordeau;Montreal;Prison;Bordeau;Composite;
MTL_16_cpTP24h_rawWW_05-30-2021_2-1658756_S312_L002;2021-05-30;16-Bordeau;Montreal;Prison;Bordeau;Composite;
MTL_16_cpTP24h_rawWW_05-31-2021_2-1658798_S354_L002;2021-05-31;16-Bordeau;Montreal;Prison;Bordeau;Composite;
MTL_16_cpTP24h_rawWW_06-03-2021_2-1658760_S316_L002;2021-06-03;16-Bordeau;Montreal;Prison;Bordeau;Composite;
MTL_16_cpTP24h_rawWW_06-04-2021_2-1658853_S359_L002;2021-06-04;16-Bordeau;Montreal;Prison;Bordeau;Composite;
MTL_16_cpTP24h_rawWW_06-06-2021_2-1658856_S362_L002;2021-06-06;16-Bordeau;Montreal;Prison;Bordeau;Composite;
MTL_16_cpTP24h_rawWW_06-07-2021_2-1658858_S364_L002;2021-06-07;16-Bordeau;Montreal;Prison;Bordeau;Composite;
MTL_16_cpTP24h_rawWW_06-08-2021_2-1658860_S366_L002;2021-06-08;16-Bordeau;Montreal;Prison;Bordeau;Composite;
MTL_16_cpTP24h_rawWW_06-09-2021_2-1658862_S368_L002;2021-06-09;16-Bordeau;Montreal;Prison;Bordeau;Composite;
MTL_16_PS_Filter_05-07-2021_2-1658771_S327_L002;2021-05-07;16-Bordeau;Montreal;Prison;Bordeau;Passive_Filter;
MTL_16_PS_Filter_05-10-2021_2-1658773_S329_L002;2021-05-10;16-Bordeau;Montreal;Prison;Bordeau;Passive_Filter;
MTL_16_PS_Filter_06-04-2021_2-1658851_S357_L002;2021-06-04;16-Bordeau;Montreal;Prison;Bordeau;Passive_Filter;
MTL_16_PS_Filter_06-15-2021_2-1658866_S372_L002;2021-06-15;16-Bordeau;Montreal;Prison;Bordeau;Passive_Filter;
MTL_81_cpFP24h_rawWW_06-03-2021_2-1658491_S197_L002;2021-06-03;8.1-MtlNord-Est;Montreal;Residential;Montreal Nord;Composite;
MTL_81_cpFP24h_rawWW_06-05-2021_2-1658492_S198_L002;2021-06-05;8.1-MtlNord-Est;Montreal;Residential;Montreal Nord;Composite;
MTL_81_cpFP24h_rawWW_06-07-2021_2-1658493_S199_L002;2021-06-07;8.1-MtlNord-Est;Montreal;Residential;Montreal Nord;Composite;
MTL_81_cpFP24h_rawWW_06-07-2021_2-1658494_S200_L002;2021-06-07;8.1-MtlNord-Est;Montreal;Residential;Montreal Nord;Composite;
MTL_81_cpFP24h_rawWW_06-09-2021_2-1658495_S201_L002;2021-06-09;8.1-MtlNord-Est;Montreal;Residential;Montreal Nord;Composite;
MTL_81_cpFP24h_rawWW_2021-05-18_2-1658370_S126_L002;2021-05-18;8.1-MtlNord-Est;Montreal;Residential;Montreal Nord;Composite;
MTL_81_cpFP24h_rawWW_2021-05-19_2-1658371_S127_L002;2021-05-19;8.1-MtlNord-Est;Montreal;Residential;Montreal Nord;Composite;
MTL_81_cpFP24h_rawWW_2021-05-23_2-1658368_S124_L002;2021-05-23;8.1-MtlNord-Est;Montreal;Residential;Montreal Nord;Composite;
MTL_81_cpFP24h_rawWW_2021-05-25_2-1658366_S122_L002;2021-05-25;8.1-MtlNord-Est;Montreal;Residential;Montreal Nord;Composite;
MTL_81_cpFP24h_rawWW_2021-05-30_2-1658365_S121_L002;2021-05-30;8.1-MtlNord-Est;Montreal;Residential;Montreal Nord;Composite;
MTL_81_cpFP24h_rawWW_2021-05-30_2-1658372_S128_L002;2021-05-30;8.1-MtlNord-Est;Montreal;Residential;Montreal Nord;Composite;
MTL_81_cpFP24h_rawWW_2021-05-31_2-1658369_S125_L002;2021-05-31;8.1-MtlNord-Est;Montreal;Residential;Montreal Nord;Composite;
MTL_81_cpFP24h_rawWW_2021-06-03_2-1658367_S123_L002;2021-06-03;8.1-MtlNord-Est;Montreal;Residential;Montreal Nord;Composite;
MTL_8_1_cpTP24h_rawWW_05-13-2021_2-1658788_S344_L002;2021-05-13;8.1-MtlNord-Est;Montreal;Residential;Montreal Nord;Composite;
